title,link,company,location 
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79768423?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО РТГ,Белгород
Слесарь,https://aktau.hh.kz/vacancy/79289795?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Системы Комплексной Безопасности,Саратов
Слесарь-сборщик,https://aktau.hh.kz/vacancy/79586412?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Аспекс машиностроительная компания,Екатеринбург
Наполнитель баллонов / Слесарь-ремонтник /,https://aktau.hh.kz/vacancy/79668916?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Интергаз-СПб,Санкт-Петербург
Слесарь по эксплуатации и ремонту газового оборудования,https://aktau.hh.kz/vacancy/79960182?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Новосибирскоблгаз,Новосибирск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/78920111?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Челябинский машиностроительный завод,Челябинск
Слесарь-сантехник,https://aktau.hh.kz/vacancy/80000280?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Акустический институт имени академика Н.Н.Андреева (АО АКИН),"Москва, Академическая"
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79743169?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"BEFIGHTER, Консалтинговая Группа",Владимир
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80108383?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Вектор Про,Ижевск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/78974538?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Техномаш,Энгельс
Слесарь,https://aktau.hh.kz/vacancy/79244507?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Юг-Терминал,Ростов-на-Дону
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79355978?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ТД Техно Драйв,Челябинск
Слесарь-сборщик,https://aktau.hh.kz/vacancy/79665201?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Холва,Челябинск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80039366?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Русьдеталь,Набережные Челны
Слесарь СМР/ МК,https://aktau.hh.kz/vacancy/79690779?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Холва,Челябинск
Слесарь РТУ/РТО,https://aktau.hh.kz/vacancy/79988395?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО НЕФТЕГАЗПРОМСТРОЙ,Челябинск
Слесарь ТО ВДГО 5-го разряда,https://aktau.hh.kz/vacancy/71073873?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Мособлгазсервис,Вороновское
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79018086?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Дст-Урал,Челябинск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80036068?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"«Останкинский мясоперерабатывающий холдинг», Производство",Гагарин
Слесарь-сборщик металлоизделий,https://aktau.hh.kz/vacancy/79979572?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПроектСтрой,Кемерово
Слесарь МСР (Тиссан),https://aktau.hh.kz/vacancy/79839242?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Тиссан,Набережные Челны
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/55867597?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Машиностроительный холдинг,"Екатеринбург, Ботаническая"
Слесарь по обслуживанию горной техники,https://aktau.hh.kz/vacancy/80024927?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Компания Современных Решений,Колпашево
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79724723?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Центр СодБи,Брянск
Слесарь (металлообработка),https://aktau.hh.kz/vacancy/71669792?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО БСВР Групп,"Москва, Домодедовская"
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79895892?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Синдик-Центр,"Санкт-Петербург, Парнас"
Слесарь по ремонту бурового оборудования,https://aktau.hh.kz/vacancy/79970923?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Уралмаш-Техсервис,Челябинск
Слесарь-сварщик,https://aktau.hh.kz/vacancy/79816489?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Светэнерго,Уфа
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79772261?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Вильде Механикс,Новосибирск
Слесарь-инструментальщик,https://aktau.hh.kz/vacancy/80072606?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Красная Машина,Нижний Новгород
Слесарь АВР 5 разряда АДС,https://aktau.hh.kz/vacancy/75818095?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,МУП КОС,Норильск
Слесарь,https://aktau.hh.kz/vacancy/79289797?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Системы Комплексной Безопасности,Ульяновск
Слесарь-механик,https://aktau.hh.kz/vacancy/80162377?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО РЕЦИКЛЕН,Малоярославец
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79934372?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Мехматика,Пермь
Слесарь-монтажник газового оборудования,https://aktau.hh.kz/vacancy/79861533?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Региональный Институт Качества,Нижний Новгород
Слесарь МСР,https://aktau.hh.kz/vacancy/80078910?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Инициатива,Челябинск
Слесарь по ремонту технологических установок,https://aktau.hh.kz/vacancy/79794795?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ГрандТехСервис,Москва
Слесарь,https://aktau.hh.kz/vacancy/79542252?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,PDR CENTER,Старая Купавна
Слесарь по сборке металлоконструкций,https://aktau.hh.kz/vacancy/80145611?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Лидер,Челябинск
Слесарь механосборочный работ,https://aktau.hh.kz/vacancy/79841365?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО МеталлИнвест,Самара
Слесарь,https://aktau.hh.kz/vacancy/79826815?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО АвтоСтронг-М,Минск
Слесарь по ремонту подвижного состава,https://aktau.hh.kz/vacancy/80175707?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ОАО Минский вагоноремонтный завод,Минск
Слесарь-ремонтник на производство,https://aktau.hh.kz/vacancy/79793166?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Регро,Челябинск
Слесарь МСР,https://aktau.hh.kz/vacancy/79166143?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО РОСТАР,Набережные Челны
Слесарь - сборщик,https://aktau.hh.kz/vacancy/79845322?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО НИИКАМ,Переславль-Залесский
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80012818?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО СВОЯ ПЕКАРНЯ,Кстово
Наполнитель баллонов / Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80033877?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Газзачас,Санкт-Петербург
Слесарь-сборщик,https://aktau.hh.kz/vacancy/79455707?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Стройсервисгарант+,Липецк
Слесарь,https://aktau.hh.kz/vacancy/79289796?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Системы Комплексной Безопасности,Самара
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80025998?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Карьер Плюс,Симферополь
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80106861?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Велес,Калуга
Слесарь МСР,https://aktau.hh.kz/vacancy/79901232?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Центр СодБи,Рязань
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79456076?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПромСтройКомплект,Альметьевск
Слесарь-наладчик,https://aktau.hh.kz/vacancy/80037206?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Компрессормашремсервис,Казань
Слесарь МСР,https://aktau.hh.kz/vacancy/79811097?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО РОСТАР,Набережные Челны
Слесарь МСР,https://aktau.hh.kz/vacancy/79906531?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Термотрон-Завод,Брянск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/75722000?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Станки Тигруп,Тверь
Слесарь-инструментальщик,https://aktau.hh.kz/vacancy/79641009?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ФГУП Центр «Русские ремесла»,Ярославль
Слесарь механосборочных работ (Рязанская область),https://aktau.hh.kz/vacancy/79837028?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Группа компаний Система,Рязань
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80058972?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Электросигнал,Воронеж
Слесарь-сборщик на производство,https://aktau.hh.kz/vacancy/77091264?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ГК Регион,Краснодар
Слесарь-механик,https://aktau.hh.kz/vacancy/79904372?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО СК-Монтаж,Краснодар
Слесарь,https://aktau.hh.kz/vacancy/79575328?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,КГКУ Центр Занятости Населения Города Хабаровска и Хабаровского Района,Хабаровск
Слесарь-ремонтник (м. Речной Вокзал),https://aktau.hh.kz/vacancy/79037959?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ГенПрокат.ru,"Новосибирск, Речной вокзал"
Слесарь МСР,https://aktau.hh.kz/vacancy/79854182?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Самарский Завод Грузоподъемных Механизмов,"Самара, Победа"
Слесарь-испытатель,https://aktau.hh.kz/vacancy/79041862?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"АО Пневмостроймашина, АО (PSM-HYDRAULICS)","Екатеринбург, Геологическая"
Слесарь по ремонту технологических установок,https://aktau.hh.kz/vacancy/80108298?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Транснефть - Балтика,Санкт-Петербург
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79674631?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Связьстройдеталь,Видное
Слесарь,https://aktau.hh.kz/vacancy/79156465?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО СГМ,Ярославль
Слесарь-ремонтник (стажер / ученик),https://aktau.hh.kz/vacancy/80163472?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Спецприцеп,Тверь
Слесарь по обслуживанию и ремонту оборудования,https://aktau.hh.kz/vacancy/80042553?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ЭЛСИ,Искитим
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79910199?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Частное агентство занятости Прайд Пром Инвест,Пермь
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79706914?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ГПЗ-2 Тверь,Тверь
Слесарь ТО ВДГО 5-го разряда,https://aktau.hh.kz/vacancy/72031375?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Мособлгазсервис,Столбовая
Слесарь МСР,https://aktau.hh.kz/vacancy/79836433?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО НПП Авиагаз - Союз+,Казань
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79777375?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Парус электро,"Москва, Царицыно"
Слесарь-сантехник / Слесарь по обслуживанию и ремонту газового оборудования,https://aktau.hh.kz/vacancy/79665472?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Газовая Служба,Балашиха
Слесарь-сборщик электродвигателей/Слесарь,https://aktau.hh.kz/vacancy/79643851?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Электродвигатель Санкт-Петербург,"Санкт-Петербург, Ладожская"
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79253018?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Спектр-Авто,Павлово
Слесарь-сборщик пластинчатых теплообменников,https://aktau.hh.kz/vacancy/80002382?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПК НОРД,Пермь
Слесарь МСР / автослесарь,https://aktau.hh.kz/vacancy/80135118?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО НПЦ ВТД,Екатеринбург
Слесарь-судоремонтник,https://aktau.hh.kz/vacancy/79857986?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Оптимист,Архангельск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/78919004?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ГКУ Центр занятости населения города Белово,Белово
Слесарь механосборочных работ (волноводчик),https://aktau.hh.kz/vacancy/76868425?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Радар ММС,"Санкт-Петербург, Пионерская и еще 1 "
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79882868?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,AKRON HOLDING,Тобольск
Слесарь-ремонтник 5-6 разряд,https://aktau.hh.kz/vacancy/80057844?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ЗАО Тульский завод РТИ,Тула
Слесарь-наладчик,https://aktau.hh.kz/vacancy/79919309?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО КУБАНЬКАРТОНТАРА,Краснодар
Слесарь МСР,https://aktau.hh.kz/vacancy/80078913?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Инициатива,Набережные Челны
Слесарь по ремонту динамического оборудования,https://aktau.hh.kz/vacancy/80142021?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО ПРОМФИНСТРОЙ,"Москва, Кузьминки"
Слесарь,https://aktau.hh.kz/vacancy/78767306?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Группа компаний Система,Оренбург
Слесарь МСР,https://aktau.hh.kz/vacancy/79682667?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО АльянсСтафИнвест,Ужур
Слесарь-механик,https://aktau.hh.kz/vacancy/80163560?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Компания ЭНТРОРОС,Тосно
Слесарь-сборщик металлоконструкций на производстве,https://aktau.hh.kz/vacancy/79703568?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ЭЛЕМЕНТ,Москва
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79992536?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Регро,Бузулук
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/48159348?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Производственный кооператив Тонар,Барнаул
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80155350?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"Сигнал-Пак, ООО ВКП",Екатеринбург
Слесарь,https://aktau.hh.kz/vacancy/79997781?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПромСтройКомплект,Набережные Челны
Слесарь-сборщик (ТИСКОН),https://aktau.hh.kz/vacancy/79871880?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Тиссан,Набережные Челны
Слесарь по сборке металлоконструкций,https://aktau.hh.kz/vacancy/79913718?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Круг,Тольятти
Слесарь по ремонту автомобилей,https://aktau.hh.kz/vacancy/80063817?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Стройтранснефтегаз,Новокузнецк
Слесарь по ремонту бурового оборудования,https://aktau.hh.kz/vacancy/79970925?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Уралмаш-Техсервис,Волгоград
Слесарь механосборочных работ (мср),https://aktau.hh.kz/vacancy/79774236?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Самарский завод электромонтажных изделий,"Самара, Победа"
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/78899915?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО УКЗ,Екатеринбург
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79542427?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО АртИнвестГрупп,Пермь
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79544074?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Рязанский Завод ЖБИ-2,Рязань
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80137160?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Завод инновационного машиностроения,Новокузнецк
Слесарь-монтажник,https://aktau.hh.kz/vacancy/80017995?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ТЕСЛАЙН ИНДАКТИВ,Томск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/77447958?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПИКАСО 3Д,Зеленоград
Слесарь по ремонту оборудования,https://aktau.hh.kz/vacancy/78624054?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Кровельный центр,Краснодар
Слесарь-ремонтник 4 разряда,https://aktau.hh.kz/vacancy/79996034?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Росгеология Бурение,Уфа
Слесарь по обслуживанию и ремонту оборудования,https://aktau.hh.kz/vacancy/80081027?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ЗАО ПП Урал,Нижний Тагил
Слесарь,https://aktau.hh.kz/vacancy/78972511?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,НМЖК группа компаний,"Нижний Новгород, Канавинская"
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/69184541?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ФГУП ФЦДТ СОЮЗ,Котельники
Слесарь по сборке металлоконструкций,https://aktau.hh.kz/vacancy/79374943?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Ростовский Завод Резервуарных Конструкций-ЮТМ,Ростов-на-Дону
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80170398?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Эколайн-Техно,"Москва, Нагорная"
Слесарь по сборке металлоконструкций,https://aktau.hh.kz/vacancy/80062685?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Manpower,Санкт-Петербург
Слесарь МСР (Свердловская область),https://aktau.hh.kz/vacancy/80033719?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ЧАЗ Вариант,Нижний Тагил
Слесарь-наладчик,https://aktau.hh.kz/vacancy/80015183?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Супермаркеты Токко,Якутск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79803113?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Get Petrol,Челябинск
Слесарь,https://aktau.hh.kz/vacancy/79867565?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО НЕВА,"Санкт-Петербург, Дунайская и еще 1 "
Слесарь,https://aktau.hh.kz/vacancy/80163899?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ОАО Российские железные дороги,Узловая
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79928971?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ЭнергоСтройСервис,Киров (Кировская область)
Слесарь МСР,https://aktau.hh.kz/vacancy/79668963?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО «ПО «НефтеХимМаш»,"Самара, Победа"
Слесарь МСР (зачистка),https://aktau.hh.kz/vacancy/74255568?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО РОСТАР,Набережные Челны
"Монтажник, слесарь ГПМ (Без высоты)",https://aktau.hh.kz/vacancy/79992433?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ЗАО ЭнергоСтройМонтаж,"Москва, Алтуфьево и еще 3 "
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79783366?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Группа Компаний Мечел,Челябинск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79707014?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ГПЗ-2 Тверь,Тверь
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80048758?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Красноярскнефтепродукт,Красноярск
